R,G,B,d
216,223,229,1
216,223,229,1
216,223,229,1
216,223,229,1
216,223,229,1
216,223,229,1
215,222,228,1
215,222,228,1
216,223,229,1
216,223,229,1
214,223,228,1
214,223,228,1
215,224,229,1
214,223,228,1
213,222,227,1
213,222,227,1
213,222,227,1
214,223,228,1
215,224,229,1
215,224,229,1
214,223,228,1
212,221,226,1
213,222,227,1
212,221,226,1
212,221,226,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,227,1
211,220,227,1
210,219,226,1
211,220,227,1
212,219,227,1
211,218,226,1
212,219,227,1
213,220,228,1
211,218,226,1
209,216,224,1
208,215,223,1
208,215,223,1
209,216,224,1
209,216,224,1
208,217,224,1
209,218,225,1
209,218,227,1
209,218,227,1
209,218,227,1
209,218,227,1
209,218,227,1
208,217,226,1
207,216,225,1
206,215,224,1
205,213,224,1
204,212,223,1
204,212,223,1
203,211,222,1
204,213,222,1
205,214,223,1
203,212,221,1
201,210,219,1
200,209,218,1
199,208,217,1
196,206,215,1
196,206,215,1
194,204,214,1
194,204,214,1
191,203,215,1
191,203,215,1
191,203,217,1
191,203,217,1
189,203,216,1
187,203,216,1
188,202,215,1
185,201,214,1
187,201,214,1
185,201,214,1
187,201,214,1
185,201,214,1
186,200,213,1
184,200,213,1
186,200,213,1
185,199,212,1
185,199,212,1
185,199,212,1
186,198,212,1
186,198,212,1
187,196,211,1
187,196,211,1
187,196,211,1
188,197,212,1
186,198,212,1
187,199,213,1
187,199,213,1
187,199,213,1
185,199,212,1
184,198,211,1
183,197,210,1
181,195,208,1
178,194,207,1
176,192,205,1
174,190,203,1
172,188,201,1
171,187,200,1
169,187,199,1
168,185,201,1
164,186,200,1
162,183,202,1
160,183,201,1
159,182,200,1
159,182,200,1
159,182,200,1
157,180,198,1
156,177,196,1
157,178,197,1
158,179,198,1
158,181,199,1
159,182,200,1
158,181,199,1
158,179,198,1
159,180,199,1
158,181,199,1
157,180,198,1
157,179,200,1
157,179,200,1
154,176,197,1
152,174,195,1
149,174,196,1
148,173,195,1
146,173,194,1
145,172,193,1
142,170,191,1
141,169,190,1
140,168,189,1
138,169,189,1
136,169,186,1
134,170,186,1
137,168,189,1
137,168,189,1
139,167,189,1
139,167,188,1
137,168,188,1
136,169,186,1
135,170,189,1
135,170,189,1
143,176,195,1
144,171,190,1
151,172,189,1
171,188,204,1
253,253,255,1
254,255,255,1
253,254,255,1
251,252,255,1
253,254,255,1
251,252,254,1
254,255,255,1
231,235,234,1
230,234,235,1
230,233,238,1
230,233,238,1
229,232,239,1
228,233,237,1
230,235,238,1
228,234,234,1
222,226,225,1
216,221,217,1
230,235,231,1
226,231,227,1
228,232,231,1
230,234,235,1
229,233,234,1
231,234,239,1
231,234,241,1
231,234,241,1
232,235,242,1
232,235,242,1
233,236,245,1
233,236,245,1
233,236,245,1
232,237,243,1
230,235,239,1
229,234,238,1
229,234,238,1
230,233,240,1
230,233,240,1
230,233,238,1
230,233,238,1
230,234,237,1
230,234,237,1
230,233,238,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
230,233,238,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
233,236,241,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,233,236,1
229,233,236,1
229,233,236,1
229,233,236,1
228,232,235,1
228,232,235,1
228,232,235,1
227,231,234,1
227,231,234,1
226,231,235,1
226,231,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,237,1
227,230,237,1
227,230,237,1
227,230,237,1
227,230,237,1
227,230,237,1
227,230,237,1
227,230,237,1
226,229,236,1
226,229,236,1
226,229,236,1
226,229,236,1
226,229,236,1
225,228,235,1
225,228,235,1
225,228,235,1
223,228,234,1
222,227,233,1
220,227,233,1
220,227,233,1
220,227,233,1
220,227,233,1
219,226,232,1
219,226,232,1
219,226,232,1
219,226,232,1
218,225,231,1
218,225,231,1
218,225,231,1
218,225,231,1
218,225,231,1
218,225,231,1
217,224,230,1
217,224,230,1
216,223,229,1
216,223,229,1
217,224,230,1
218,225,231,1
215,224,229,1
215,224,229,1
215,224,229,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
215,224,229,1
216,225,230,1
216,225,230,1
215,224,229,1
213,222,227,1
214,223,228,1
213,222,227,1
213,222,227,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,228,1
212,221,228,1
212,219,227,1
214,221,229,1
214,221,229,1
212,219,227,1
212,219,227,1
214,221,229,1
213,220,228,1
210,217,225,1
211,218,226,1
212,219,227,1
212,219,227,1
212,219,227,1
212,219,227,1
212,221,228,1
212,221,230,1
212,221,230,1
212,221,230,1
212,221,230,1
211,220,229,1
211,220,229,1
210,219,228,1
209,218,227,1
208,216,227,1
207,215,226,1
207,215,226,1
205,213,224,1
205,214,223,1
205,214,223,1
203,212,221,1
201,210,219,1
200,209,218,1
199,208,217,1
198,207,216,1
196,206,215,1
195,205,215,1
194,204,214,1
191,203,215,1
190,202,214,1
190,202,216,1
189,203,216,1
186,202,215,1
185,201,214,1
184,200,213,1
184,200,213,1
183,199,212,1
183,199,212,1
183,199,212,1
183,199,212,1
182,198,211,1
182,198,211,1
182,198,211,1
181,197,210,1
183,197,210,1
183,197,210,1
183,197,210,1
183,197,210,1
184,196,210,1
187,196,211,1
187,196,211,1
187,196,211,1
185,197,211,1
185,197,211,1
186,198,212,1
186,198,212,1
185,199,212,1
185,199,212,1
184,198,211,1
184,198,211,1
181,197,210,1
179,195,208,1
177,193,206,1
175,191,204,1
175,191,204,1
173,191,205,1
171,188,204,1
169,188,203,1
166,187,204,1
165,186,205,1
164,185,204,1
163,184,203,1
162,183,202,1
161,182,201,1
160,181,200,1
160,181,200,1
161,182,201,1
162,183,202,1
162,183,202,1
161,182,201,1
161,182,201,1
160,181,200,1
160,181,200,1
158,181,199,1
158,180,201,1
157,179,200,1
155,177,198,1
153,175,196,1
151,176,198,1
150,175,197,1
148,175,196,1
146,173,194,1
144,172,193,1
142,170,191,1
141,169,190,1
141,169,190,1
138,171,188,1
137,170,187,1
137,168,189,1
137,168,189,1
138,169,190,1
138,169,189,1
137,168,186,1
136,169,186,1
135,170,189,1
135,170,189,1
143,174,194,1
143,170,189,1
149,170,187,1
168,185,201,1
252,255,255,1
252,255,255,1
232,234,233,1
232,233,235,1
231,235,238,1
233,236,241,1
232,235,240,1
234,238,241,1
229,233,236,1
217,221,222,1
221,225,224,1
232,237,233,1
229,234,230,1
227,232,228,1
231,235,234,1
231,235,236,1
232,235,242,1
232,235,244,1
230,233,242,1
234,237,244,1
233,236,243,1
231,234,241,1
236,239,248,1
232,235,244,1
234,237,246,1
231,234,241,1
229,232,239,1
231,234,241,1
230,232,244,1
229,231,243,1
233,233,241,1
232,233,237,1
233,234,236,1
231,232,234,1
233,234,238,1
232,233,237,1
231,232,236,1
235,236,241,1
231,234,241,1
230,233,240,1
233,233,241,1
234,235,240,1
234,235,240,1
234,235,240,1
235,236,241,1
236,236,244,1
236,236,244,1
235,235,243,1
235,236,241,1
235,236,240,1
235,236,241,1
235,236,241,1
235,235,243,1
235,235,243,1
235,236,240,1
235,236,240,1
235,236,240,1
235,236,240,1
235,236,241,1
234,235,240,1
234,235,240,1
234,235,240,1
234,234,242,1
234,234,242,1
232,235,240,1
231,234,239,1
231,234,239,1
231,234,239,1
230,234,237,1
230,234,237,1
230,234,237,1
230,234,237,1
230,234,237,1
229,233,234,1
229,233,236,1
229,233,236,1
229,233,236,1
229,233,236,1
228,232,235,1
227,231,234,1
227,231,234,1
227,231,234,1
227,231,234,1
227,231,234,1
229,230,234,1
229,230,234,1
229,230,235,1
229,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
226,229,234,1
226,229,234,1
226,229,234,1
227,230,235,1
227,230,235,1
226,229,234,1
225,228,233,1
224,227,232,1
224,227,232,1
225,228,235,1
224,229,235,1
221,229,232,1
221,229,232,1
220,228,231,1
220,228,231,1
220,228,231,1
219,227,230,1
219,227,230,1
219,227,230,1
220,228,231,1
220,228,231,1
219,227,230,1
219,227,230,1
218,226,229,1
218,226,229,1
218,226,229,1
218,226,229,1
217,227,229,1
216,226,228,1
215,225,227,1
215,225,227,1
215,225,227,1
215,225,227,1
215,225,227,1
214,224,226,1
214,224,226,1
214,224,226,1
214,224,226,1
215,225,227,1
216,226,228,1
216,226,228,1
215,225,227,1
214,224,226,1
216,224,227,1
215,223,226,1
213,220,226,1
212,219,225,1
212,219,225,1
212,219,225,1
213,220,228,1
214,221,229,1
214,218,227,1
215,219,228,1
216,220,229,1
215,219,228,1
214,218,227,1
214,218,227,1
215,219,228,1
218,222,231,1
217,221,230,1
218,222,231,1
218,222,231,1
218,222,231,1
218,222,231,1
217,224,232,1
217,224,232,1
216,223,231,1
217,224,232,1
218,225,233,1
217,224,234,1
216,223,233,1
214,223,232,1
213,222,231,1
213,222,231,1
212,221,230,1
211,220,229,1
211,220,229,1
208,215,225,1
203,210,220,1
203,210,220,1
203,210,220,1
201,208,218,1
199,208,217,1
196,204,215,1
196,204,215,1
195,205,215,1
194,204,214,1
190,202,214,1
188,202,213,1
187,201,212,1
185,202,212,1
184,200,213,1
183,201,213,1
183,201,213,1
182,200,212,1
182,200,212,1
181,199,211,1
180,198,210,1
179,197,209,1
180,196,209,1
180,196,209,1
180,196,209,1
180,196,209,1
179,195,208,1
179,195,208,1
179,195,208,1
181,195,208,1
185,197,211,1
186,195,210,1
186,195,210,1
186,195,210,1
185,197,211,1
185,197,211,1
185,197,211,1
185,197,211,1
184,198,211,1
186,200,213,1
187,201,214,1
186,200,213,1
183,199,212,1
182,198,211,1
181,197,210,1
179,195,208,1
178,196,210,1
177,194,210,1
176,193,209,1
174,191,207,1
172,191,208,1
171,190,207,1
172,189,209,1
171,188,208,1
169,187,207,1
168,186,206,1
167,185,205,1
167,185,205,1
167,185,205,1
165,186,205,1
164,185,204,1
163,184,203,1
165,184,201,1
164,183,200,1
163,181,201,1
159,180,199,1
158,179,198,1
158,179,198,1
156,178,199,1
156,178,199,1
153,178,198,1
152,177,197,1
150,177,198,1
148,175,196,1
147,174,195,1
146,173,194,1
145,172,193,1
143,171,192,1
141,170,188,1
139,170,188,1
139,170,191,1
138,170,191,1
138,171,190,1
139,170,190,1
139,170,188,1
139,170,188,1
140,171,191,1
140,171,191,1
142,173,193,1
144,171,190,1
149,170,187,1
165,184,199,1
234,235,237,1
237,238,242,1
234,238,241,1
230,234,237,1
238,242,243,1
229,233,234,1
212,216,217,1
225,229,228,1
231,236,232,1
231,235,236,1
232,235,244,1
233,235,248,1
234,236,248,1
232,235,244,1
232,235,242,1
234,237,242,1
234,237,244,1
234,237,244,1
233,236,243,1
234,237,244,1
230,233,240,1
230,233,242,1
232,234,247,1
229,231,244,1
233,233,241,1
234,235,239,1
232,234,233,1
234,236,235,1
231,232,236,1
233,234,238,1
234,235,239,1
232,233,237,1
230,233,238,1
232,235,242,1
234,234,242,1
234,234,242,1
234,235,240,1
234,235,240,1
235,235,243,1
236,236,244,1
236,236,246,1
236,236,244,1
236,237,241,1
236,237,241,1
236,237,241,1
236,237,242,1
236,236,244,1
236,237,242,1
236,237,241,1
236,237,239,1
236,237,239,1
235,236,240,1
235,236,241,1
235,236,241,1
234,235,240,1
234,235,240,1
234,235,240,1
234,235,240,1
232,235,240,1
231,234,239,1
231,234,239,1
231,235,238,1
230,234,237,1
230,234,237,1
230,234,237,1
230,234,237,1
231,235,236,1
230,234,235,1
229,233,236,1
229,233,236,1
229,233,236,1
229,233,236,1
228,232,235,1
228,232,235,1
228,232,235,1
227,231,234,1
227,231,234,1
227,231,234,1
229,230,234,1
229,230,234,1
229,230,234,1
229,230,234,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,230,235,1
227,231,234,1
226,230,233,1
227,230,235,1
227,230,235,1
226,229,234,1
225,228,233,1
224,227,232,1
225,228,233,1
225,228,235,1
225,228,235,1
224,229,233,1
221,229,232,1
221,229,232,1
221,229,232,1
220,228,231,1
220,228,231,1
220,228,231,1
220,228,231,1
221,229,232,1
221,229,232,1
220,228,231,1
220,228,231,1
219,227,230,1
219,227,230,1
219,227,230,1
219,227,230,1
218,226,229,1
217,227,229,1
217,225,228,1
216,226,228,1
217,225,228,1
216,226,228,1
216,224,227,1
215,225,227,1
216,224,227,1
215,225,227,1
216,224,227,1
215,225,227,1
217,225,228,1
217,227,229,1
217,225,228,1
216,224,227,1
215,223,226,1
215,223,226,1
214,221,227,1
213,220,226,1
213,220,226,1
214,221,227,1
216,220,229,1
217,221,230,1
216,220,229,1
216,220,229,1
217,221,230,1
217,221,230,1
216,220,229,1
216,220,229,1
218,221,230,1
220,223,232,1
221,225,234,1
221,225,234,1
221,225,234,1
221,225,234,1
222,226,235,1
222,226,235,1
220,227,235,1
219,226,234,1
220,227,235,1
220,227,235,1
220,227,237,1
219,226,236,1
217,226,235,1
217,226,235,1
216,225,234,1
215,224,233,1
214,223,232,1
214,223,232,1
210,217,227,1
204,211,221,1
203,210,220,1
203,210,220,1
201,208,218,1
200,207,217,1
198,205,215,1
197,205,216,1
195,205,215,1
193,203,213,1
190,203,212,1
188,202,213,1
187,201,212,1
185,202,212,1
184,201,211,1
183,201,211,1
182,200,212,1
181,199,209,1
180,198,210,1
180,198,208,1
179,197,209,1
179,197,207,1
179,195,208,1
179,196,206,1
179,195,208,1
179,196,206,1
178,194,207,1
178,195,205,1
178,194,207,1
181,195,208,1
184,196,210,1
186,195,210,1
186,195,210,1
186,195,210,1
184,196,210,1
185,197,211,1
185,197,211,1
185,197,211,1
185,199,212,1
187,201,214,1
188,202,215,1
188,202,215,1
185,201,214,1
185,201,214,1
184,200,213,1
183,199,212,1
182,200,214,1
181,198,214,1
180,197,213,1
178,195,211,1
176,193,209,1
176,193,211,1
176,191,210,1
176,191,210,1
172,189,209,1
171,188,208,1
171,188,208,1
170,187,207,1
169,187,207,1
168,186,206,1
165,186,205,1
167,185,205,1
165,182,200,1
164,181,199,1
162,180,200,1
161,179,199,1
158,179,198,1
158,179,198,1
157,179,200,1
156,178,199,1
154,179,199,1
153,178,198,1
151,178,199,1
150,177,198,1
148,175,196,1
147,174,195,1
146,173,194,1
146,173,192,1
142,171,189,1
140,171,189,1
140,171,191,1
139,171,192,1
139,172,191,1
139,172,191,1
142,171,189,1
142,171,189,1
139,170,190,1
139,170,190,1
143,171,192,1
142,169,188,1
148,169,186,1
162,181,196,1
254,255,255,1
254,255,255,1
234,235,237,1
232,233,237,1
234,235,239,1
236,237,239,1
239,244,240,1
224,229,225,1
208,212,211,1
231,235,234,1
239,243,242,1
230,234,233,1
228,232,231,1
230,232,244,1
229,231,246,1
232,235,252,1
232,236,248,1
235,239,248,1
232,237,241,1
226,231,234,1
236,241,244,1
234,238,241,1
232,236,239,1
229,233,236,1
232,235,242,1
232,234,246,1
230,232,244,1
233,233,241,1
230,231,235,1
229,230,232,1
236,237,239,1
232,233,237,1
234,235,239,1
237,238,240,1
232,234,233,1
232,236,235,1
234,238,241,1
235,235,243,1
235,235,245,1
236,237,242,1
235,236,241,1
235,235,243,1
236,236,244,1
236,236,244,1
236,237,242,1
236,237,239,1
236,237,239,1
236,237,239,1
236,237,241,1
236,237,242,1
236,237,241,1
237,238,240,1
237,239,238,1
236,237,239,1
236,237,239,1
236,237,241,1
235,236,240,1
235,236,240,1
235,236,240,1
234,235,239,1
234,235,239,1
233,237,240,1
233,237,240,1
233,237,240,1
233,237,240,1
232,236,239,1
232,236,237,1
232,236,237,1
232,236,237,1
232,236,237,1
231,235,236,1
230,234,235,1
229,233,234,1
229,233,234,1
229,233,234,1
229,233,236,1
228,232,235,1
228,232,235,1
228,232,235,1
228,232,235,1
228,232,235,1
230,231,235,1
230,231,235,1
230,231,235,1
230,231,235,1
227,231,234,1
228,232,235,1
228,232,235,1
228,232,235,1
228,232,235,1
227,231,234,1
227,231,234,1
226,230,233,1
226,230,233,1
227,231,234,1
227,231,234,1
226,230,233,1
226,229,234,1
226,229,234,1
226,229,234,1
225,228,233,1
225,230,234,1
225,230,234,1
224,229,233,1
224,229,233,1
223,228,232,1
223,228,232,1
223,228,232,1
223,228,232,1
224,229,233,1
224,229,233,1
223,228,232,1
223,228,232,1
223,228,232,1
222,227,231,1
222,227,231,1
222,227,231,1
221,226,230,1
219,227,230,1
220,225,229,1
218,226,229,1
220,225,229,1
217,225,228,1
219,224,228,1
216,224,227,1
218,223,227,1
216,224,227,1
218,223,227,1
216,224,227,1
219,224,228,1
217,225,228,1
218,223,227,1
216,224,227,1
215,223,226,1
215,223,226,1
215,223,226,1
214,222,225,1
216,221,227,1
216,221,227,1
216,221,227,1
216,221,227,1
217,221,230,1
217,221,230,1
217,221,230,1
217,221,230,1
218,221,230,1
218,221,230,1
219,222,231,1
220,223,232,1
221,225,234,1
221,225,234,1
222,226,235,1
222,226,235,1
223,227,236,1
224,228,237,1
224,228,237,1
224,228,237,1
224,228,237,1
225,229,238,1
223,230,238,1
222,229,237,1
220,227,235,1
220,227,235,1
218,225,235,1
217,224,234,1
216,223,231,1
215,222,230,1
209,216,224,1
204,211,219,1
204,208,217,1
203,207,216,1
202,206,215,1
199,206,214,1
196,203,211,1
195,204,213,1
192,202,211,1
191,201,210,1
188,201,209,1
187,201,210,1
186,200,209,1
184,201,209,1
183,200,208,1
183,200,208,1
182,199,209,1
181,198,206,1
181,198,208,1
180,197,205,1
180,197,207,1
180,197,205,1
180,197,207,1
179,196,204,1
181,195,206,1
181,195,204,1
180,194,205,1
180,194,203,1
180,194,205,1
181,195,206,1
184,196,208,1
186,196,208,1
186,196,208,1
187,197,209,1
185,197,209,1
185,197,209,1
186,198,210,1
186,198,210,1
187,201,214,1
188,202,215,1
189,203,216,1
189,203,216,1
187,203,216,1
186,202,215,1
186,202,215,1
185,201,214,1
183,201,215,1
183,201,215,1
184,200,215,1
182,198,213,1
181,197,212,1
181,197,213,1
180,196,212,1
179,195,211,1
178,193,212,1
177,192,211,1
175,192,210,1
174,191,209,1
173,192,209,1
172,191,208,1
171,190,207,1
170,189,206,1
168,185,203,1
167,184,202,1
166,183,201,1
164,183,200,1
162,183,202,1
161,182,201,1
160,182,203,1
159,181,202,1
156,181,201,1
156,181,201,1
155,180,200,1
153,178,198,1
151,178,197,1
150,177,196,1
150,177,196,1
149,176,195,1
146,175,193,1
144,175,193,1
144,175,195,1
143,176,195,1
143,176,195,1
143,176,195,1
146,175,193,1
146,175,193,1
145,174,192,1
145,174,192,1
146,174,195,1
145,172,191,1
150,171,188,1
162,179,195,1
254,255,255,1
251,252,254,1
250,251,253,1
254,255,255,1
253,252,255,1
254,253,255,1
252,253,255,1
252,254,253,1
239,239,241,1
231,232,234,1
224,225,229,1
233,234,238,1
244,246,245,1
233,237,236,1
231,235,238,1
224,228,229,1
225,230,226,1
229,232,241,1
228,230,245,1
227,230,247,1
230,234,246,1
234,238,247,1
228,233,236,1
224,230,230,1
238,244,242,1
234,238,237,1
227,231,232,1
226,230,231,1
232,235,240,1
230,233,242,1
229,232,241,1
233,234,239,1
226,227,231,1
226,227,229,1
232,233,235,1
235,236,241,1
234,235,239,1
237,239,238,1
234,238,237,1
237,237,245,1
237,237,247,1
237,237,245,1
236,237,242,1
236,237,242,1
236,237,242,1
236,236,244,1
236,237,242,1
237,238,240,1
236,238,237,1
236,238,237,1
236,237,239,1
236,237,241,1
237,238,240,1
237,239,238,1
236,237,239,1
236,237,241,1
236,237,241,1
235,236,240,1
235,236,240,1
235,236,240,1
235,236,240,1
235,239,242,1
235,239,242,1
235,239,242,1
235,239,240,1
234,238,239,1
234,238,239,1
234,238,239,1
234,238,239,1
233,237,238,1
232,236,237,1
231,235,236,1
230,234,235,1
230,234,235,1
230,234,235,1
229,233,236,1
229,233,236,1
229,233,236,1
229,233,236,1
228,232,235,1
228,232,235,1
230,231,235,1
230,231,235,1
230,231,235,1
230,231,235,1
228,232,235,1
228,232,235,1
229,233,236,1
229,233,236,1
228,232,235,1
227,231,234,1
226,230,233,1
226,230,233,1
227,231,234,1
227,231,234,1
228,232,235,1
228,232,235,1
228,231,236,1
228,231,236,1
227,230,235,1
226,229,234,1
226,231,235,1
226,231,235,1
225,230,234,1
225,230,234,1
224,229,233,1
224,229,233,1
224,229,233,1
224,229,233,1
224,229,233,1
224,229,233,1
223,228,232,1
223,228,232,1
223,228,232,1
222,227,231,1
222,227,231,1
222,227,231,1
222,227,231,1
221,226,230,1
221,226,230,1
220,225,229,1
220,225,229,1
220,225,229,1
219,224,228,1
219,224,228,1
218,223,227,1
218,223,227,1
218,223,227,1
218,223,227,1
219,224,228,1
219,224,228,1
218,223,227,1
218,223,227,1
218,223,227,1
216,224,227,1
216,224,227,1
216,224,227,1
217,222,228,1
217,222,228,1
216,221,227,1
216,221,227,1
217,221,230,1
216,220,229,1
216,220,229,1
217,221,230,1
218,221,230,1
217,220,229,1
217,220,229,1
218,221,230,1
217,221,230,1
218,222,231,1
219,223,232,1
220,224,233,1
222,226,235,1
224,228,237,1
225,229,238,1
225,229,238,1
226,230,239,1
226,230,239,1
224,231,239,1
222,229,237,1
221,228,236,1
219,226,234,1
217,224,234,1
215,222,230,1
214,221,229,1
213,220,226,1
208,215,223,1
204,211,217,1
204,208,217,1
203,208,214,1
201,205,214,1
201,205,214,1
195,202,210,1
194,201,209,1
191,200,207,1
190,200,209,1
190,200,209,1
188,201,209,1
188,201,209,1
186,200,209,1
185,199,208,1
183,200,208,1
184,198,207,1
182,199,207,1
184,198,207,1
182,199,207,1
184,198,207,1
183,200,208,1
183,197,206,1
183,197,206,1
182,196,205,1
182,196,205,1
181,195,204,1
181,195,204,1
182,196,205,1
183,196,205,1
187,197,209,1
187,197,209,1
188,198,210,1
189,199,211,1
187,199,211,1
187,199,211,1
188,200,212,1
189,201,213,1
188,202,215,1
189,203,216,1
189,203,216,1
189,203,216,1
186,202,215,1
186,202,215,1
185,201,214,1
184,200,213,1
182,200,212,1
183,201,215,1
183,199,214,1
183,199,214,1
182,198,213,1
183,199,214,1
182,198,213,1
182,198,214,1
181,197,213,1
181,197,213,1
180,196,212,1
178,195,211,1
177,194,212,1
175,194,209,1
174,193,210,1
173,192,209,1
173,190,208,1
172,189,207,1
171,188,206,1
170,187,205,1
168,186,206,1
165,186,205,1
163,184,205,1
161,183,204,1
160,182,203,1
157,182,202,1
157,182,202,1
156,181,201,1
154,181,200,1
154,181,200,1
154,181,200,1
154,181,200,1
152,179,196,1
151,180,196,1
149,180,200,1
148,181,200,1
148,181,200,1
148,179,199,1
150,179,197,1
150,179,197,1
150,179,197,1
149,178,196,1
150,178,199,1
150,175,195,1
155,174,191,1
161,178,194,1
251,251,253,1
253,253,255,1
254,255,255,1
221,222,224,1
229,230,235,1
222,224,223,1
228,229,233,1
239,241,240,1
235,236,240,1
227,228,232,1
226,231,237,1
231,235,247,1
225,229,241,1
223,227,236,1
225,233,236,1
224,233,232,1
227,236,233,1
234,240,236,1
233,238,234,1
230,235,231,1
225,229,228,1
227,231,234,1
231,231,239,1
230,230,238,1
232,233,235,1
232,234,233,1
222,224,223,1
220,221,223,1
236,237,242,1
237,238,242,1
237,237,245,1
238,238,250,1
238,239,244,1
237,238,242,1
237,238,242,1
238,239,243,1
238,239,244,1
237,238,242,1
238,240,239,1
237,239,238,1
238,240,239,1
238,240,239,1
237,239,238,1
237,238,240,1
237,238,240,1
236,237,239,1
236,237,239,1
236,237,239,1
235,236,238,1
235,236,238,1
235,239,240,1
235,239,240,1
235,239,240,1
235,239,240,1
235,239,240,1
234,238,237,1
234,238,237,1
233,237,236,1
233,237,238,1
232,236,237,1
231,235,236,1
230,234,235,1
230,234,235,1
230,234,235,1
230,234,235,1
230,234,235,1
230,234,235,1
229,233,234,1
229,233,234,1
229,233,234,1
230,231,235,1
231,232,236,1
231,232,236,1
231,232,236,1
231,232,236,1
231,232,236,1
231,232,234,1
231,232,234,1
230,231,233,1
229,230,232,1
229,230,232,1
228,229,231,1
229,230,232,1
230,231,233,1
230,231,235,1
231,232,236,1
231,232,236,1
231,232,236,1
230,231,235,1
227,231,234,1
227,232,236,1
226,231,235,1
226,231,235,1
226,231,235,1
225,230,234,1
225,230,234,1
225,230,234,1
224,229,233,1
224,229,233,1
224,229,233,1
224,229,233,1
224,229,233,1
223,228,232,1
223,228,232,1
223,228,232,1
222,227,231,1
224,227,232,1
223,226,231,1
222,225,230,1
222,225,230,1
222,225,230,1
221,224,229,1
221,224,229,1
220,223,228,1
220,223,228,1
220,223,228,1
220,223,228,1
220,223,228,1
220,223,228,1
220,223,228,1
220,223,228,1
219,224,228,1
219,224,228,1
219,224,228,1
220,225,229,1
219,224,228,1
219,224,230,1
218,223,229,1
217,222,228,1
217,222,228,1
218,221,228,1
217,220,227,1
218,221,228,1
218,221,228,1
218,221,228,1
217,220,227,1
216,219,226,1
216,219,226,1
217,220,227,1
218,221,228,1
219,222,229,1
220,223,230,1
222,225,232,1
225,228,235,1
225,230,236,1
225,230,236,1
227,231,240,1
227,231,240,1
227,231,240,1
225,229,238,1
223,227,236,1
221,225,234,1
219,223,232,1
217,221,230,1
215,220,226,1
215,220,224,1
211,216,222,1
208,213,217,1
209,212,219,1
207,210,215,1
204,209,215,1
203,208,214,1
200,205,211,1
197,204,210,1
194,203,208,1
193,204,210,1
193,204,210,1
191,204,210,1
191,204,210,1
191,204,212,1
188,201,209,1
187,202,209,1
187,200,208,1
186,201,208,1
187,200,208,1
186,201,208,1
188,201,209,1
188,203,210,1
187,200,208,1
187,200,208,1
186,199,207,1
185,198,206,1
185,198,206,1
185,198,206,1
185,198,206,1
185,198,206,1
188,198,208,1
188,198,208,1
189,199,209,1
190,200,210,1
188,201,210,1
189,202,211,1
190,202,214,1
191,203,215,1
189,203,214,1
189,203,214,1
188,202,215,1
188,202,215,1
186,202,215,1
184,200,213,1
183,199,212,1
183,199,212,1
182,198,211,1
183,199,212,1
185,199,212,1
184,198,211,1
184,198,211,1
185,199,212,1
185,199,212,1
184,197,213,1
183,196,212,1
181,197,212,1
180,196,211,1
178,196,210,1
177,194,210,1
176,194,208,1
175,192,208,1
174,191,207,1
174,189,208,1
174,189,208,1
172,189,207,1
171,188,206,1
169,187,207,1
166,187,206,1
163,184,203,1
160,183,201,1
159,182,200,1
159,182,200,1
156,181,201,1
156,181,201,1
155,180,200,1
155,180,200,1
155,180,200,1
154,181,200,1
153,180,197,1
152,181,197,1
150,181,201,1
149,180,200,1
149,180,200,1
149,180,200,1
151,180,198,1
152,179,196,1
151,180,198,1
150,179,197,1
152,179,200,1
151,176,196,1
156,175,190,1
159,177,191,1
252,252,254,1
252,252,254,1
250,255,251,1
252,255,253,1
248,255,250,1
230,232,231,1
234,235,237,1
241,243,242,1
232,234,233,1
223,229,229,1
227,232,236,1
223,228,231,1
224,230,230,1
225,234,229,1
225,235,227,1
227,237,229,1
221,230,225,1
228,234,230,1
240,245,241,1
228,232,231,1
221,225,226,1
232,233,237,1
232,233,235,1
209,211,210,1
235,236,240,1
239,240,244,1
237,237,245,1
238,238,250,1
237,238,243,1
238,239,241,1
239,240,242,1
240,241,243,1
240,241,245,1
240,241,243,1
240,242,241,1
240,242,241,1
240,242,241,1
238,240,239,1
237,238,240,1
237,238,240,1
237,238,240,1
236,237,239,1
236,237,239,1
236,237,239,1
236,237,239,1
235,239,240,1
235,239,240,1
235,239,240,1
235,239,240,1
