R,G,B,d
179,196,152,3
164,181,137,3
192,208,163,3
198,214,169,3
208,220,180,3
214,225,191,3
210,219,198,3
218,227,210,3
200,207,191,3
216,223,207,3
227,233,219,3
224,230,216,3
222,229,211,3
221,229,205,3
222,232,207,3
225,234,217,3
222,230,217,3
227,235,220,3
229,237,226,3
165,180,97,3
133,149,61,3
138,152,64,3
126,147,18,3
165,185,60,3
167,179,103,3
156,167,111,3
142,158,87,3
127,145,61,3
142,161,69,3
156,176,79,3
164,184,85,3
159,181,73,3
146,169,52,3
156,180,58,3
176,197,80,3
154,174,61,3
160,180,67,3
212,230,131,3
224,237,167,3
205,215,162,3
198,210,162,3
185,197,149,3
167,182,127,3
191,205,156,3
224,235,201,3
180,192,156,3
182,197,142,3
215,231,168,3
200,218,156,3
169,189,128,3
179,199,140,3
167,187,128,3
179,197,135,3
199,218,154,3
214,230,168,3
215,230,175,3
205,217,177,3
211,222,188,3
193,202,171,3
214,223,194,3
220,228,204,3
215,223,200,3
218,226,202,3
219,228,199,3
219,228,201,3
221,230,211,3
224,233,216,3
223,232,215,3
226,234,221,3
229,236,229,3
155,173,73,3
138,156,56,3
132,144,70,3
130,151,20,3
165,185,60,3
160,168,127,3
135,145,93,3
131,143,81,3
142,157,90,3
146,162,91,3
149,165,92,3
156,175,86,3
149,173,53,3
157,183,50,3
174,196,69,3
154,176,49,3
147,168,39,3
190,209,93,3
201,214,142,3
184,199,134,3
172,186,124,3
156,173,102,3
184,200,135,3
213,226,180,3
175,189,138,3
178,194,121,3
181,200,118,3
164,185,106,3
163,184,109,3
172,192,120,3
165,186,109,3
184,204,119,3
200,220,133,3
215,235,148,3
209,228,149,3
189,203,141,3
212,225,169,3
202,215,161,3
219,231,181,3
213,224,184,3
212,222,188,3
203,212,181,3
211,220,191,3
218,227,200,3
222,231,204,3
228,236,213,3
220,227,209,3
221,229,216,3
229,236,228,3
132,147,62,3
160,178,76,3
155,170,85,3
127,139,75,3
136,144,105,3
143,163,42,3
150,169,54,3
157,181,61,3
149,176,33,3
160,184,44,3
148,172,32,3
140,163,21,3
165,186,55,3
204,223,116,3
195,211,122,3
165,182,102,3
147,164,86,3
135,155,68,3
180,199,118,3
214,229,172,3
177,191,140,3
155,169,107,3
164,179,112,3
152,168,103,3
144,164,93,3
158,180,97,3
166,190,96,3
170,192,91,3
181,204,98,3
196,219,115,3
188,210,112,3
169,187,101,3
200,217,139,3
193,208,139,3
214,228,167,3
219,232,176,3
202,214,164,3
210,221,178,3
187,197,160,3
200,210,176,3
218,227,196,3
221,231,197,3
220,229,200,3
219,226,208,3
221,227,213,3
230,238,225,3
230,237,229,3
131,145,60,3
149,163,75,3
144,159,64,3
153,168,77,3
144,168,46,3
137,167,11,3
154,180,27,3
141,167,14,3
150,175,22,3
166,189,47,3
178,197,79,3
199,217,115,3
149,168,76,3
119,138,48,3
144,164,65,3
197,216,127,3
213,227,166,3
145,165,78,3
146,170,60,3
161,184,67,3
168,192,72,3
165,188,72,3
166,188,77,3
157,179,71,3
179,199,104,3
161,178,100,3
197,212,147,3
212,226,165,3
180,193,137,3
192,204,154,3
184,196,150,3
201,209,170,3
220,228,191,3
211,219,182,3
200,207,174,3
221,229,208,3
226,233,217,3
227,234,216,3
218,225,207,3
214,222,209,3
222,230,219,3
227,234,226,3
225,232,224,3
146,159,79,3
141,151,88,3
134,155,34,3
139,169,9,3
150,178,16,3
147,175,13,3
168,194,33,3
164,188,40,3
162,183,56,3
206,224,114,3
157,175,73,3
117,138,35,3
140,162,53,3
187,207,110,3
189,204,139,3
142,159,81,3
148,169,68,3
166,186,87,3
154,174,79,3
149,168,78,3
150,170,73,3
153,175,66,3
179,201,93,3
155,173,87,3
186,202,127,3
196,212,141,3
148,163,96,3
163,177,115,3
189,202,146,3
210,220,170,3
220,229,182,3
195,205,155,3
179,188,145,3
223,232,203,3
229,237,213,3
211,220,193,3
193,201,177,3
200,209,188,3
218,226,211,3
228,236,225,3
226,234,223,3
216,226,215,3
221,231,220,3
152,163,94,3
150,171,50,3
145,173,13,3
141,167,6,3
156,182,20,3
175,200,34,3
159,182,29,3
153,174,45,3
184,203,87,3
169,189,76,3
125,145,32,3
129,152,36,3
166,187,86,3
169,182,113,3
155,166,108,3
155,172,76,3
188,208,95,3
168,186,87,3
169,186,94,3
158,177,87,3
121,139,53,3
145,162,84,3
184,200,129,3
208,220,158,3
209,221,159,3
180,192,128,3
170,181,121,3
218,230,184,3
221,231,194,3
188,198,163,3
169,178,147,3
185,195,170,3
211,220,201,3
225,235,224,3
225,237,225,3
227,239,227,3
142,152,92,3
157,173,84,3
133,155,29,3
139,161,24,3
158,181,41,3
164,184,51,3
157,175,57,3
150,166,67,3
161,176,85,3
164,179,88,3
136,153,59,3
129,147,47,3
150,169,79,3
155,167,105,3
159,169,116,3
159,171,105,3
180,196,108,3
160,175,94,3
140,154,77,3
120,136,61,3
106,123,45,3
140,157,77,3
174,192,110,3
191,205,128,3
193,207,130,3
170,184,109,3
167,180,110,3
210,224,163,3
209,222,168,3
172,184,134,3
159,170,127,3
179,191,155,3
206,216,191,3
222,233,217,3
212,222,211,3
203,214,200,3
212,224,210,3
216,228,214,3
224,236,222,3
226,238,224,3
226,238,224,3
154,162,115,3
157,172,81,3
136,148,84,3
145,157,91,3
142,151,104,3
148,159,93,3
154,167,98,3
167,182,97,3
162,181,89,3
172,191,99,3
166,184,102,3
160,177,99,3
193,209,134,3
193,209,138,3
158,173,104,3
162,176,115,3
186,200,149,3
197,209,173,3
216,228,208,3
223,234,220,3
205,217,197,3
189,201,177,3
205,219,194,3
212,226,201,3
224,235,218,3
223,234,218,3
225,236,220,3
227,238,224,3
227,237,226,3
230,237,230,3
155,164,107,3
150,159,106,3
153,165,93,3
136,149,70,3
134,146,72,3
177,187,134,3
154,168,93,3
138,156,70,3
164,183,93,3
179,197,111,3
159,177,91,3
178,197,107,3
173,192,102,3
144,163,74,3
164,181,103,3
193,207,145,3
194,207,161,3
213,224,194,3
213,225,201,3
186,199,171,3
178,191,161,3
202,216,183,3
218,231,201,3
225,237,215,3
212,224,204,3
217,226,209,3
221,232,215,3
220,228,213,3
225,233,220,3
222,230,219,3
230,238,227,3
229,237,224,3
208,216,203,3
194,202,191,3
219,226,219,3
155,163,116,3
148,154,116,3
166,177,109,3
152,167,72,3
109,125,26,3
131,144,65,3
150,160,110,3
125,136,76,3
185,198,126,3
201,216,133,3
155,172,76,3
152,171,64,3
150,170,59,3
142,161,56,3
161,178,86,3
189,202,130,3
194,207,151,3
213,224,182,3
207,219,183,3
177,189,153,3
173,187,151,3
201,215,180,3
224,238,205,3
227,237,210,3
206,216,191,3
208,216,193,3
214,224,200,3
208,215,197,3
219,226,208,3
216,223,205,3
229,237,216,3
194,202,179,3
172,180,159,3
217,223,209,3
227,232,226,3
147,154,113,3
167,176,121,3
131,144,64,3
104,117,35,3
129,139,76,3
196,211,126,3
151,170,62,3
147,168,47,3
134,156,30,3
129,148,30,3
150,169,62,3
173,187,100,3
195,208,136,3
208,220,158,3
188,201,147,3
162,174,124,3
174,187,141,3
209,222,179,3
225,235,198,3
198,208,173,3
204,214,179,3
213,223,189,3
200,209,180,3
212,221,192,3
206,215,184,3
219,229,194,3
221,232,192,3
184,195,155,3
168,178,143,3
213,222,195,3
228,235,219,3
228,233,226,3
150,165,74,3
135,155,34,3
143,164,33,3
132,154,20,3
136,156,25,3
136,156,35,3
147,162,57,3
179,194,99,3
192,206,118,3
165,180,99,3
144,157,88,3
174,185,125,3
219,230,174,3
225,238,184,3
216,226,174,3
177,187,135,3
197,207,157,3
218,228,178,3
196,205,160,3
206,215,170,3
200,209,162,3
201,211,158,3
193,207,146,3
175,189,127,3
176,189,133,3
207,219,173,3
227,236,205,3
223,231,210,3
202,208,196,3
150,161,92,3
145,161,63,3
139,154,51,3
126,143,29,3
129,148,20,3
143,162,34,3
160,175,58,3
181,197,88,3
196,212,105,3
165,179,81,3
143,155,71,3
174,186,110,3
215,226,157,3
206,218,152,3
196,209,140,3
149,162,93,3
178,190,124,3
207,219,155,3
183,194,134,3
197,209,147,3
200,212,148,3
192,205,135,3
176,194,112,3
162,180,98,3
169,186,108,3
195,210,145,3
218,230,182,3
206,216,182,3
191,199,176,3
204,212,197,3
126,140,29,3
143,160,28,3
161,175,52,3
166,181,62,3
182,197,80,3
152,166,55,3
147,159,59,3
173,186,96,3
198,210,126,3
197,210,130,3
173,186,104,3
145,158,76,3
166,179,99,3
180,193,113,3
166,178,102,3
185,197,121,3
190,205,124,3
186,202,113,3
170,188,88,3
151,169,67,3
153,173,78,3
182,200,118,3
202,216,154,3
186,198,150,3
192,202,167,3
227,237,212,3
225,233,218,3
213,223,212,3
137,148,44,3
148,164,29,3
152,167,38,3
154,169,44,3
172,186,63,3
146,161,42,3
161,175,62,3
171,187,80,3
170,184,86,3
183,197,102,3
157,173,75,3
159,175,76,3
168,184,86,3
157,172,77,3
154,169,78,3
171,186,95,3
169,186,90,3
174,192,90,3
157,177,64,3
144,164,49,3
145,167,59,3
174,194,97,3
189,206,126,3
177,192,127,3
194,207,154,3
225,236,204,3
202,215,187,3
206,218,194,3
215,227,207,3
205,217,203,3
168,181,73,3
161,180,38,3
163,181,47,3
157,174,44,3
174,191,63,3
146,162,37,3
157,173,48,3
169,187,65,3
153,170,56,3
175,193,83,3
155,174,59,3
165,184,69,3
169,188,72,3
149,167,55,3
148,166,58,3
152,169,63,3
152,171,63,3
155,175,62,3
151,172,53,3
145,166,47,3
149,169,54,3
165,184,77,3
188,208,109,3
166,185,96,3
183,199,128,3
224,238,177,3
211,226,171,3
194,208,159,3
206,222,177,3
212,226,190,3
205,217,193,3
203,214,198,3
221,231,220,3
158,171,63,3
151,170,28,3
161,179,41,3
161,178,46,3
150,166,41,3
128,144,22,3
139,157,37,3
163,180,68,3
180,196,97,3
188,203,110,3
163,178,87,3
152,167,76,3
153,168,75,3
149,164,71,3
139,153,66,3
147,162,71,3
138,157,49,3
140,161,42,3
148,170,46,3
150,172,48,3
152,173,54,3
164,184,71,3
186,208,99,3
168,189,88,3
172,191,102,3
201,219,137,3
189,206,128,3
179,197,123,3
211,228,160,3
207,225,167,3
195,210,169,3
201,214,186,3
212,224,204,3
225,236,220,3
137,144,137,3
98,103,97,3
133,135,130,3
136,149,44,3
131,149,11,3
139,157,19,3
152,169,37,3
145,163,41,3
140,156,49,3
155,168,76,3
161,172,96,3
172,182,122,3
137,155,56,3
141,162,41,3
136,158,34,3
146,168,44,3
159,180,61,3
170,190,75,3
171,190,83,3
153,171,69,3
159,177,75,3
177,198,95,3
164,185,84,3
181,203,103,3
198,220,122,3
200,220,135,3
189,205,143,3
194,207,163,3
204,215,183,3
216,226,202,3
213,222,205,3
213,221,210,3
127,135,58,3
135,147,45,3
131,144,39,3
135,147,49,3
153,166,78,3
145,160,79,3
148,168,57,3
134,153,45,3
127,146,38,3
156,175,68,3
179,197,95,3
153,170,76,3
139,156,62,3
153,171,72,3
153,172,65,3
148,171,55,3
162,186,66,3
199,222,105,3
188,211,105,3
179,199,114,3
182,198,133,3
199,213,164,3
213,225,189,3
214,224,199,3
210,219,200,3
221,228,212,3
217,226,209,3
205,216,199,3
211,221,210,3
159,169,108,3
158,171,89,3
123,136,57,3
113,126,47,3
153,168,87,3
180,194,115,3
137,151,76,3
124,137,65,3
143,157,80,3
132,149,57,3
135,156,37,3
164,190,57,3
187,212,82,3
170,194,72,3
167,189,81,3
184,203,114,3
190,205,138,3
207,219,171,3
212,222,185,3
208,218,184,3
225,232,198,3
221,232,189,3
203,216,173,3
207,218,186,3
214,226,204,3
145,164,59,3
153,175,48,3
163,187,51,3
157,183,47,3
158,182,58,3
168,190,82,3
178,196,112,3
207,219,153,3
195,206,150,3
203,213,161,3
221,230,175,3
214,226,164,3
215,228,159,3
189,204,139,3
198,211,158,3
215,230,191,3
212,225,205,3
210,224,207,3
139,156,50,3
148,170,36,3
138,163,19,3
152,176,40,3
159,180,59,3
173,191,89,3
202,216,128,3
181,194,112,3
192,205,126,3
201,212,136,3
182,195,116,3
185,199,111,3
173,189,101,3
189,202,130,3
214,229,172,3
207,222,183,3
195,211,184,3
196,210,185,3
203,219,193,3
200,214,189,3
189,205,178,3
198,212,187,3
216,232,205,3
221,236,207,3
191,208,176,3
188,203,172,3
202,218,189,3
207,221,196,3
197,212,189,3
194,208,185,3
202,216,193,3
215,229,206,3
215,230,207,3
212,227,208,3
204,218,203,3
144,156,84,3
144,160,61,3
140,158,46,3
146,165,57,3
160,178,76,3
152,167,72,3
178,193,98,3
184,199,98,3
186,201,98,3
177,191,94,3
158,172,74,3
154,170,63,3
165,183,75,3
184,199,104,3
208,223,142,3
211,227,164,3
190,207,155,3
177,193,146,3
178,194,149,3
177,193,148,3
178,194,147,3
195,211,162,3
219,235,186,3
213,229,182,3
173,189,144,3
165,180,141,3
187,201,165,3
194,208,172,3
182,196,161,3
175,188,158,3
185,199,166,3
196,213,169,3
205,222,178,3
205,221,185,3
191,207,178,3
214,229,206,3
218,232,215,3
157,170,82,3
176,190,79,3
174,190,66,3
165,180,61,3
154,170,48,3
150,167,39,3
156,175,47,3
167,185,65,3
184,202,94,3
195,215,120,3
175,195,110,3
161,180,101,3
145,163,87,3
163,180,109,3
163,180,109,3
179,197,123,3
210,227,156,3
188,204,139,3
164,179,124,3
151,163,123,3
157,169,131,3
170,183,139,3
166,179,135,3
157,169,131,3
171,184,138,3
186,205,139,3
184,204,135,3
179,196,142,3
171,188,144,3
205,221,185,3
221,235,209,3
219,232,214,3
214,227,210,3
208,221,203,3
211,223,209,3
152,161,94,3
167,179,77,3
167,183,58,3
163,180,48,3
151,169,31,3
149,168,27,3
161,180,39,3
150,170,36,3
171,189,71,3
172,189,97,3
155,171,96,3
154,167,97,3
127,143,70,3
155,169,94,3
156,174,92,3
156,173,81,3
192,210,124,3
173,185,123,3
167,187,102,3
155,179,85,3
152,170,96,3
152,170,110,3
185,202,150,3
204,221,179,3
210,225,194,3
202,216,190,3
203,218,187,3
215,229,204,3
211,223,209,3
132,132,130,3
169,181,73,3
147,163,30,3
140,158,12,3
144,164,15,3
162,182,35,3
156,175,33,3
159,176,64,3
139,153,76,3
136,153,49,3
168,185,93,3
150,170,75,3
143,167,53,3
140,160,65,3
152,171,89,3
172,189,118,3
192,210,148,3
188,204,157,3
192,207,166,3
205,220,179,3
216,230,195,3
221,235,210,3
216,229,212,3
214,226,214,3
152,163,61,3
141,158,18,3
141,160,6,3
154,174,23,3
160,179,38,3
147,162,45,3
151,162,83,3
142,154,80,3
128,145,43,3
144,158,71,3
140,154,77,3
142,162,65,3
145,160,77,3
152,169,91,3
175,191,118,3
177,193,128,3
161,176,121,3
164,180,131,3
190,206,161,3
203,218,177,3
218,232,197,3
218,232,209,3
211,224,206,3
226,239,222,3
219,231,219,3
149,161,51,3
147,165,17,3
150,170,10,3
169,188,36,3
152,165,47,3
140,152,80,3
136,150,63,3
149,158,111,3
150,160,108,3
158,171,117,3
150,163,110,3
148,162,113,3
171,184,141,3
177,192,151,3
197,213,168,3
214,229,188,3
203,218,185,3
199,214,185,3
210,225,196,3
223,237,212,3
215,226,212,3
213,220,212,3
156,168,60,3
148,166,22,3
160,180,23,3
167,185,37,3
157,169,61,3
153,162,109,3
147,156,99,3
158,176,118,3
183,201,141,3
182,200,148,3
178,195,150,3
203,221,173,3
207,222,179,3
205,216,182,3
200,211,179,3
207,218,188,3
212,225,197,3
193,206,180,3
171,185,162,3
199,213,196,3
163,174,80,3
150,165,40,3
148,165,24,3
158,175,34,3
163,174,69,3
131,151,80,3
152,174,89,3
151,172,95,3
158,178,106,3
188,210,138,3
199,219,148,3
187,204,136,3
184,201,133,3
191,207,142,3
190,208,146,3
173,190,135,3
156,174,126,3
187,205,167,3
208,224,195,3
200,217,198,3
148,155,88,3
153,163,76,3
154,166,66,3
142,154,52,3
149,158,79,3
134,149,92,3
137,154,83,3
131,148,80,3
148,166,92,3
170,193,102,3
180,202,102,3
166,184,85,3
168,186,87,3
169,186,92,3
152,171,81,3
150,168,84,3
152,170,94,3
170,189,125,3
174,192,140,3
172,190,150,3
186,202,176,3
153,154,149,3
168,187,82,3
161,184,54,3
144,163,37,3
143,162,36,3
142,160,38,3
130,149,31,3
145,163,51,3
151,170,65,3
145,165,68,3
142,161,79,3
148,167,101,3
175,193,143,3
203,220,188,3
151,166,71,3
148,167,42,3
143,159,37,3
140,155,38,3
129,142,34,3
133,145,45,3
146,159,67,3
150,163,75,3
125,139,54,3
124,138,59,3
147,163,92,3
173,188,131,3
189,206,164,3
196,212,183,3
204,221,203,3
146,157,91,3
134,148,61,3
149,161,77,3
139,149,76,3
115,124,79,3
151,161,109,3
169,182,129,3
167,180,136,3
173,188,147,3
207,223,186,3
211,228,192,3
192,213,172,3
185,208,164,3
206,233,188,3
209,238,194,3
202,228,189,3
200,224,190,3
211,232,201,3
209,228,208,3
151,162,128,3
169,183,148,3
178,193,154,3
164,181,137,3
181,201,148,3
189,216,149,3
195,225,155,3
194,220,159,3
194,219,164,3
187,209,163,3
189,208,176,3
157,182,99,3
164,194,96,3
159,185,96,3
152,176,100,3
145,165,104,3
161,178,133,3
184,200,173,3
128,149,72,3
128,154,55,3
129,152,62,3
120,141,62,3
111,127,64,3
126,142,93,3
154,170,134,3
188,203,180,3
137,150,96,3
135,152,81,3
128,143,76,3
122,136,75,3
124,137,84,3
130,141,98,3
160,172,134,3
182,196,163,3
205,220,197,3
155,166,132,3
181,197,158,3
199,214,181,3
205,218,200,3
206,218,206,3
200,212,198,3
154,166,152,3
161,176,121,3
177,195,133,3
190,206,161,3
203,217,184,3
200,213,187,3
156,168,146,3
156,172,99,3
154,174,85,3
154,172,98,3
163,178,119,3
175,188,144,3
153,165,127,3
146,163,71,3
144,164,49,3
143,162,55,3
145,164,72,3
146,162,89,3
142,156,94,3
140,157,53,3
145,167,33,3
151,172,45,3
145,163,51,3
144,158,70,3
145,157,81,3
136,152,45,3
143,164,23,3
147,168,31,3
138,156,36,3
134,147,55,3
143,154,75,3
141,153,71,3
148,161,53,3
151,164,59,3
134,145,49,3
138,146,61,3
143,152,73,3
128,130,67,3
143,150,73,3
129,131,81,3
140,146,76,3
134,137,90,3
148,154,92,3
128,132,97,3
141,147,99,3
93,88,82,3
142,138,127,3
98,92,80,3
159,153,141,3
79,71,60,3
68,61,51,3
153,146,136,3
156,138,124,3
161,143,129,3
167,151,136,3
160,147,131,3
165,153,131,3
178,162,137,3
178,158,131,3
192,168,140,3
176,150,123,3
153,127,102,3
157,132,110,3
165,144,127,3
167,148,133,3
170,148,134,3
175,152,134,3
175,153,132,3
179,159,135,3
188,167,140,3
184,163,132,3
175,151,117,3
179,151,114,3
174,144,106,3
174,144,108,3
164,133,102,3
163,136,109,3
171,146,126,3
165,142,126,3
166,141,119,3
160,130,104,3
170,139,111,3
163,133,109,3
138,115,97,3
122,108,97,3
177,156,135,3
174,152,129,3
178,152,127,3
185,159,132,3
186,159,132,3
195,165,137,3
199,165,137,3
200,166,138,3
191,160,129,3
189,160,128,3
192,162,128,3
185,155,119,3
179,147,108,3
170,137,96,3
171,136,96,3
183,148,110,3
195,160,128,3
202,172,146,3
185,160,140,3
174,153,136,3
158,141,123,3
159,135,109,3
159,126,93,3
161,123,86,3
167,127,91,3
160,124,90,3
154,123,95,3
144,122,101,3
157,144,128,3
161,146,127,3
166,148,126,3
172,152,128,3
177,153,127,3
191,164,137,3
194,165,135,3
199,166,135,3
194,160,125,3
192,156,120,3
195,159,123,3
197,159,123,3
195,157,121,3
188,152,116,3
176,142,105,3
182,148,110,3
185,151,113,3
185,150,110,3
193,156,114,3
199,160,119,3
213,174,133,3
212,173,134,3
202,166,132,3
200,169,141,3
191,166,144,3
170,149,130,3
145,141,138,3
140,122,102,3
150,129,108,3
143,121,97,3
158,134,106,3
166,139,110,3
156,127,95,3
148,115,80,3
146,112,75,3
162,128,90,3
163,128,90,3
159,125,88,3
161,128,95,3
168,137,106,3
148,119,89,3
148,121,92,3
165,138,111,3
180,153,126,3
185,158,129,3
185,158,129,3
179,150,120,3
191,162,130,3
196,165,134,3
196,166,132,3
204,171,138,3
196,163,128,3
195,161,126,3
190,156,119,3
186,150,114,3
193,158,120,3
199,164,126,3
195,160,122,3
180,145,107,3
191,157,119,3
193,159,121,3
195,163,124,3
204,170,132,3
209,174,134,3
206,169,127,3
210,171,128,3
216,174,132,3
215,173,135,3
199,161,125,3
193,159,131,3
186,160,137,3
171,149,128,3
141,136,132,3
137,117,93,3
140,113,83,3
147,118,86,3
143,110,75,3
133,99,62,3
136,102,64,3
146,111,71,3
152,117,77,3
160,126,88,3
165,131,93,3
171,137,100,3
177,143,106,3
173,139,102,3
166,132,95,3
169,134,96,3
164,129,91,3
182,147,109,3
202,167,129,3
200,165,127,3
186,151,113,3
183,148,110,3
198,160,123,3
202,164,127,3
205,167,130,3
211,173,136,3
211,173,136,3
195,157,120,3
191,153,116,3
180,142,105,3
186,148,111,3
201,163,126,3
202,167,129,3
207,172,134,3
220,186,148,3
216,182,144,3
208,175,134,3
217,184,143,3
217,182,140,3
199,162,120,3
193,154,111,3
189,147,107,3
200,158,120,3
202,162,127,3
192,157,127,3
192,164,142,3
173,151,130,3
131,122,113,3
152,125,96,3
149,116,81,3
161,127,90,3
159,125,88,3
142,107,69,3
139,104,64,3
153,118,78,3
176,141,101,3
181,146,108,3
178,143,105,3
175,140,102,3
188,153,115,3
192,157,119,3
185,150,112,3
191,156,118,3
194,159,121,3
192,157,117,3
202,167,127,3
199,164,124,3
179,144,106,3
182,144,107,3
186,146,110,3
188,148,113,3
196,156,121,3
207,164,130,3
207,164,130,3
200,157,123,3
190,147,113,3
182,142,107,3
185,145,110,3
197,157,121,3
210,170,134,3
226,188,151,3
227,192,154,3
210,175,137,3
194,159,119,3
199,164,124,3
201,166,124,3
193,158,116,3
189,154,112,3
183,145,106,3
195,156,117,3
200,162,126,3
196,161,129,3
194,166,142,3
174,149,127,3
128,112,96,3
164,143,116,3
168,138,104,3
157,122,84,3
165,130,92,3
175,140,102,3
177,142,102,3
179,144,104,3
179,144,104,3
186,151,111,3
194,159,121,3
194,159,121,3
195,160,122,3
190,155,117,3
195,160,122,3
203,168,130,3
197,162,124,3
190,155,115,3
187,154,111,3
195,162,119,3
198,163,123,3
188,153,113,3
184,146,109,3
185,145,109,3
181,138,104,3
179,136,102,3
188,143,112,3
194,149,118,3
196,151,118,3
196,151,118,3
197,154,120,3
200,157,123,3
202,159,124,3
202,162,126,3
192,154,118,3
196,158,121,3
186,148,111,3
179,141,102,3
189,154,112,3
196,161,119,3
195,162,121,3
200,167,126,3
206,171,131,3
201,163,126,3
189,151,115,3
179,144,112,3
184,154,130,3
172,145,124,3
171,147,121,3
170,143,113,3
167,140,110,3
172,147,117,3
179,154,124,3
172,141,112,3
178,145,112,3
172,138,100,3
168,133,93,3
179,144,104,3
189,154,114,3
196,161,121,3
200,165,125,3
193,158,118,3
187,152,112,3
193,158,118,3
201,166,126,3
201,166,126,3
187,152,112,3
188,153,113,3
200,165,125,3
194,159,119,3
185,150,110,3
188,155,112,3
187,154,111,3
193,158,118,3
193,158,118,3
176,138,101,3
172,132,96,3
175,132,98,3
183,140,106,3
189,146,112,3
199,156,122,3
206,163,129,3
208,165,131,3
208,165,131,3
208,165,131,3
202,162,126,3
200,160,124,3
177,139,103,3
187,149,112,3
189,151,114,3
190,152,113,3
195,160,118,3
194,159,117,3
193,160,119,3
203,170,129,3
211,176,136,3
195,160,122,3
177,139,103,3
166,131,101,3
173,143,119,3
167,140,119,3
151,150,146,3
149,127,103,3
167,137,103,3
175,140,100,3
155,118,76,3
152,117,79,3
180,145,107,3
192,154,117,3
207,169,130,3
196,161,121,3
186,151,111,3
189,154,114,3
196,161,121,3
194,159,119,3
187,152,112,3
184,149,109,3
191,156,116,3
198,163,123,3
202,167,127,3
194,159,119,3
186,151,111,3
185,150,110,3
185,150,110,3
185,150,110,3
180,145,105,3
182,149,106,3
173,140,97,3
177,142,102,3
187,152,112,3
188,150,113,3
187,149,112,3
188,148,113,3
192,149,115,3
197,154,120,3
199,156,122,3
195,152,118,3
189,146,112,3
187,144,110,3
188,148,113,3
193,153,117,3
197,159,122,3
194,156,120,3
204,166,129,3
209,171,134,3
211,176,136,3
212,177,135,3
201,168,125,3
194,161,120,3
200,167,126,3
203,168,128,3
190,155,117,3
179,141,105,3
171,136,106,3
176,146,122,3
170,143,122,3
140,139,134,3
148,126,103,3
161,134,105,3
151,125,102,3
147,121,98,3
141,110,89,3
131,105,90,3
151,130,111,3
160,133,106,3
167,137,109,3
159,129,101,3
167,141,116,3
165,139,112,3
151,118,87,3
163,127,91,3
180,142,103,3
182,144,105,3
182,147,109,3
192,157,119,3
188,153,113,3
185,150,110,3
196,161,121,3
203,168,128,3
208,173,133,3
200,165,125,3
188,153,113,3
182,147,107,3
185,150,108,3
195,160,118,3
197,162,120,3
192,157,115,3
185,150,108,3
189,154,112,3
192,159,116,3
186,153,110,3
181,148,105,3
182,149,106,3
181,148,107,3
186,153,112,3
194,159,119,3
202,167,127,3
217,179,142,3
218,180,143,3
210,170,135,3
197,157,122,3
199,159,124,3
193,153,118,3
183,143,108,3
177,137,102,3
179,139,104,3
186,146,111,3
195,155,120,3
203,165,129,3
211,173,137,3
208,173,135,3
203,168,130,3
205,170,130,3
210,175,135,3
203,170,129,3
197,163,125,3
202,168,130,3
197,162,124,3
185,150,112,3
173,137,101,3
168,135,104,3
172,144,120,3
171,146,124,3
142,138,129,3
153,122,94,3
171,133,96,3
163,129,94,3
153,119,84,3
151,112,79,3
139,105,78,3
160,133,104,3
174,140,105,3
173,138,100,3
173,137,101,3
177,144,111,3
188,155,122,3
175,139,103,3
188,150,113,3
207,168,129,3
204,166,129,3
202,166,130,3
200,166,128,3
186,151,111,3
171,136,94,3
177,142,102,3
205,170,130,3
212,177,137,3
192,157,117,3
185,150,110,3
192,157,117,3
189,154,114,3
179,144,102,3
172,137,95,3
170,135,93,3
182,147,105,3
193,158,116,3
205,172,129,3
205,172,129,3
192,159,116,3
199,166,123,3
206,173,132,3
217,184,143,3
218,183,143,3
210,175,135,3
212,174,137,3
203,165,128,3
199,159,124,3
195,155,120,3
191,151,116,3
194,154,119,3
197,157,122,3
201,161,126,3
202,162,127,3
196,158,122,3
193,155,119,3
194,156,120,3
208,172,136,3
201,166,128,3
190,155,117,3
187,152,112,3
189,156,115,3
187,154,113,3
186,154,115,3
194,162,123,3
189,154,116,3
171,136,98,3
154,118,84,3
147,114,83,3
154,126,102,3
163,138,116,3
142,126,110,3
134,126,113,3
126,117,100,3
144,112,87,3
162,123,84,3
162,127,89,3
167,132,94,3
177,138,99,3
180,144,108,3
179,152,123,3
174,150,124,3
177,152,122,3
174,147,117,3
167,138,108,3
171,138,105,3
174,140,103,3
175,141,103,3
181,151,115,3
174,145,111,3
178,151,121,3
203,174,142,3
196,162,125,3
200,162,125,3
200,160,124,3
188,150,113,3
172,136,100,3
184,150,112,3
179,144,102,3
180,143,101,3
187,152,112,3
197,162,124,3
189,155,117,3
179,145,107,3
185,151,113,3
191,158,117,3
183,150,109,3
172,139,98,3
168,135,94,3
176,143,102,3
197,164,121,3
210,177,134,3
223,190,147,3
223,190,147,3
202,169,126,3
204,171,128,3
214,181,140,3
211,178,137,3
197,164,123,3
187,154,113,3
184,149,111,3
179,144,106,3
186,148,112,3
192,154,118,3
197,159,123,3
205,167,131,3
215,177,141,3
219,181,145,3
217,179,143,3
207,169,133,3
196,158,122,3
190,154,118,3
203,167,131,3
197,162,124,3
189,154,116,3
185,150,110,3
179,146,105,3
170,137,96,3
168,136,97,3
178,146,107,3
177,142,104,3
163,128,90,3
149,113,79,3
143,110,79,3
149,121,97,3
