R,G,B,d
182,189,156,3
196,201,178,3
214,219,199,3
222,226,211,3
230,233,222,3
221,224,217,3
235,239,222,3
231,236,213,3
230,235,212,3
231,239,216,3
211,218,200,3
218,224,214,3
230,235,229,3
157,171,136,3
157,173,128,3
175,197,114,3
115,139,41,3
142,167,65,3
179,198,106,3
166,186,91,3
163,181,73,3
183,201,93,3
150,166,68,3
141,155,70,3
142,155,86,3
143,154,96,3
156,168,118,3
163,177,124,3
174,189,130,3
173,192,126,3
155,174,108,3
172,190,130,3
203,221,173,3
154,171,126,3
128,147,91,3
169,189,126,3
216,237,170,3
173,194,129,3
105,122,68,3
157,173,128,3
197,209,173,3
158,170,134,3
151,162,120,3
184,197,144,3
159,174,109,3
204,220,145,3
178,195,115,3
164,180,105,3
181,192,132,3
185,195,143,3
201,211,161,3
185,194,149,3
148,156,115,3
164,170,142,3
209,212,201,3
221,225,211,3
215,222,188,3
203,212,169,3
174,182,141,3
167,174,140,3
199,204,181,3
218,223,203,3
223,228,208,3
236,239,230,3
224,227,220,3
228,233,213,3
230,236,208,3
231,238,205,3
219,226,193,3
194,200,174,3
218,222,207,3
233,239,229,3
231,238,231,3
164,178,142,3
151,167,120,3
210,229,165,3
168,190,107,3
114,139,35,3
137,161,49,3
152,174,65,3
143,163,50,3
161,181,60,3
198,215,109,3
159,173,124,3
180,196,134,3
181,201,130,3
151,171,99,3
154,174,105,3
195,214,158,3
154,173,118,3
121,142,75,3
173,195,120,3
212,235,157,3
146,168,96,3
97,115,57,3
176,192,145,3
162,174,138,3
149,160,126,3
177,188,148,3
167,180,127,3
158,174,103,3
194,212,128,3
167,186,97,3
168,186,104,3
191,203,139,3
175,186,130,3
200,211,155,3
167,177,124,3
132,142,92,3
155,163,126,3
206,210,195,3
221,225,208,3
208,216,177,3
190,200,150,3
168,177,134,3
171,179,142,3
196,202,176,3
208,213,191,3
220,226,200,3
226,231,211,3
229,232,223,3
226,229,222,3
221,226,206,3
225,232,199,3
229,237,198,3
205,213,174,3
178,185,151,3
214,219,197,3
234,238,224,3
233,238,231,3
182,194,156,3
158,171,125,3
183,202,136,3
146,168,83,3
143,166,62,3
129,154,37,3
130,154,34,3
145,167,43,3
171,192,65,3
205,221,122,3
156,170,121,3
191,207,144,3
201,222,147,3
166,187,108,3
143,164,89,3
177,196,132,3
161,180,114,3
118,139,60,3
160,183,95,3
193,216,128,3
121,143,61,3
97,116,52,3
189,206,154,3
131,143,105,3
146,157,123,3
201,213,173,3
153,168,113,3
147,166,87,3
166,187,96,3
176,196,101,3
179,197,111,3
183,196,127,3
180,191,131,3
183,195,133,3
137,149,87,3
127,137,77,3
172,180,133,3
214,219,197,3
221,226,204,3
204,213,170,3
186,196,144,3
181,190,145,3
187,195,158,3
191,198,167,3
193,200,169,3
218,226,187,3
228,236,197,3
227,234,201,3
215,219,202,3
230,233,226,3
218,223,203,3
222,229,195,3
193,202,157,3
167,175,134,3
210,216,188,3
233,239,229,3
192,205,162,3
161,175,124,3
169,185,120,3
136,155,76,3
163,183,98,3
140,159,69,3
128,145,49,3
138,156,54,3
165,183,75,3
183,196,114,3
189,203,154,3
209,225,160,3
190,211,132,3
157,179,96,3
138,159,80,3
148,167,101,3
156,174,112,3
114,134,65,3
148,168,97,3
163,183,112,3
96,115,49,3
109,127,69,3
192,208,159,3
119,131,91,3
161,173,135,3
204,217,174,3
128,143,86,3
135,154,73,3
127,148,53,3
186,206,109,3
197,216,127,3
176,189,120,3
195,207,145,3
169,181,115,3
128,141,72,3
149,160,94,3
202,211,158,3
226,233,202,3
222,228,200,3
202,211,164,3
184,194,141,3
182,191,144,3
186,194,153,3
188,196,157,3
187,195,154,3
220,230,180,3
219,229,177,3
223,232,189,3
213,219,191,3
204,206,201,3
232,235,228,3
215,220,200,3
218,225,191,3
204,213,168,3
156,165,118,3
179,188,145,3
225,232,201,3
235,238,227,3
198,210,160,3
175,188,134,3
169,184,119,3
131,145,84,3
154,162,105,3
201,215,164,3
185,202,134,3
155,177,95,3
138,161,71,3
130,152,69,3
142,158,96,3
161,174,130,3
166,179,136,3
128,143,100,3
177,193,148,3
198,214,167,3
126,144,86,3
135,157,75,3
125,149,55,3
173,194,99,3
182,202,115,3
187,202,133,3
223,237,175,3
178,190,124,3
127,140,71,3
168,179,113,3
223,232,177,3
233,239,201,3
228,234,198,3
204,214,161,3
176,187,129,3
173,183,131,3
177,187,137,3
182,192,142,3
196,206,153,3
212,224,162,3
200,211,151,3
201,211,159,3
203,211,174,3
215,219,205,3
236,238,233,3
236,239,228,3
197,202,180,3
203,211,174,3
183,192,147,3
135,143,96,3
197,204,162,3
231,235,221,3
228,233,226,3
213,225,177,3
176,189,136,3
156,170,111,3
134,146,98,3
138,144,100,3
175,190,133,3
132,153,78,3
138,160,75,3
143,166,76,3
140,162,80,3
155,170,111,3
119,131,95,3
131,147,102,3
199,216,164,3
193,210,158,3
121,140,76,3
126,148,65,3
158,182,88,3
174,195,102,3
159,179,94,3
190,205,138,3
198,209,149,3
128,139,79,3
157,167,107,3
223,232,179,3
223,231,184,3
192,204,142,3
173,186,117,3
172,184,122,3
167,178,118,3
178,190,128,3
197,209,145,3
181,194,124,3
181,193,127,3
174,185,127,3
191,199,158,3
228,233,213,3
226,230,216,3
182,188,160,3
182,190,153,3
178,187,144,3
148,155,111,3
207,214,173,3
233,238,208,3
228,231,210,3
225,229,215,3
225,228,221,3
232,237,231,3
212,220,183,3
172,180,139,3
146,156,106,3
142,150,111,3
146,152,108,3
168,185,117,3
125,147,62,3
152,177,85,3
178,201,113,3
158,179,102,3
155,170,113,3
100,111,81,3
132,147,104,3
208,225,171,3
179,199,136,3
114,136,63,3
118,140,55,3
172,195,104,3
175,196,105,3
171,190,108,3
205,219,158,3
216,228,180,3
156,165,120,3
116,125,80,3
157,164,120,3
216,223,179,3
217,226,169,3
172,186,111,3
152,167,86,3
159,173,96,3
160,174,99,3
167,181,106,3
177,191,116,3
150,164,89,3
162,175,105,3
172,183,123,3
202,211,166,3
228,233,211,3
190,197,163,3
165,173,134,3
170,178,137,3
179,186,145,3
216,222,186,3
228,232,205,3
223,226,205,3
222,226,212,3
231,234,225,3
227,230,223,3
175,181,135,3
147,164,93,3
108,131,40,3
147,173,76,3
196,218,133,3
161,178,107,3
145,158,102,3
97,108,78,3
147,160,117,3
199,218,162,3
168,189,120,3
103,128,47,3
116,140,52,3
165,188,97,3
178,199,108,3
197,216,137,3
208,221,167,3
205,216,150,3
161,176,91,3
140,157,63,3
148,165,73,3
152,168,79,3
158,174,86,3
181,196,113,3
153,167,88,3
150,163,93,3
196,207,147,3
226,235,188,3
228,235,202,3
225,233,196,3
205,213,172,3
158,166,125,3
162,170,131,3
213,219,183,3
231,236,204,3
228,232,207,3
217,220,201,3
223,225,212,3
236,239,228,3
229,232,223,3
232,234,229,3
216,222,174,3
134,151,81,3
95,120,28,3
160,186,89,3
190,212,129,3
160,177,107,3
129,143,84,3
120,131,99,3
160,173,127,3
193,213,152,3
152,173,104,3
103,128,47,3
130,154,66,3
157,182,90,3
158,181,91,3
190,208,134,3
205,217,169,3
185,197,123,3
137,154,60,3
120,139,32,3
138,157,49,3
142,161,56,3
163,178,83,3
201,215,128,3
166,180,101,3
167,180,110,3
220,231,173,3
222,230,191,3
226,234,197,3
208,217,172,3
198,207,160,3
162,171,128,3
178,186,147,3
229,231,210,3
217,220,203,3
217,219,206,3
228,230,219,3
235,238,229,3
231,234,227,3
229,231,226,3
233,235,232,3
217,222,216,3
231,236,230,3
203,207,172,3
123,136,82,3
102,123,44,3
150,172,87,3
195,216,141,3
161,177,112,3
126,140,79,3
147,158,124,3
171,187,138,3
180,200,137,3
137,161,87,3
102,127,44,3
143,168,77,3
149,174,82,3
144,167,79,3
154,174,102,3
187,200,154,3
224,233,180,3
168,181,99,3
125,144,39,3
108,129,10,3
135,157,31,3
145,166,45,3
162,180,72,3
193,208,113,3
156,170,91,3
199,211,147,3
203,212,167,3
196,207,151,3
179,190,132,3
170,179,132,3
204,212,175,3
228,232,209,3
227,228,212,3
226,226,214,3
210,212,199,3
213,215,204,3
233,236,227,3
231,234,227,3
231,233,228,3
224,229,223,3
234,239,232,3
149,163,101,3
175,189,130,3
154,168,109,3
131,142,82,3
149,158,111,3
161,173,137,3
185,202,150,3
169,190,125,3
127,151,73,3
104,130,43,3
144,169,78,3
149,172,82,3
130,153,65,3
135,155,83,3
176,189,143,3
201,213,151,3
142,159,65,3
111,132,15,3
115,138,4,3
136,161,17,3
147,172,29,3
147,169,43,3
159,178,73,3
160,174,95,3
213,224,168,3
232,239,205,3
219,228,185,3
207,217,164,3
183,194,125,3
168,179,110,3
187,195,144,3
224,230,194,3
234,236,212,3
221,222,206,3
232,232,222,3
236,236,226,3
210,212,199,3
197,199,186,3
227,230,219,3
228,231,222,3
230,233,224,3
232,235,228,3
232,234,231,3
227,232,225,3
153,161,122,3
175,187,147,3
193,210,155,3
151,173,101,3
118,142,56,3
113,138,44,3
143,167,73,3
142,165,74,3
109,131,46,3
154,174,103,3
199,212,168,3
171,184,112,3
111,130,25,3
112,134,7,3
123,148,4,3
146,173,16,3
144,171,16,3
139,163,27,3
161,181,70,3
178,192,115,3
219,229,177,3
229,236,202,3
201,208,175,3
192,201,156,3
226,237,179,3
196,208,136,3
155,166,97,3
189,197,148,3
227,232,200,3
217,218,200,3
226,226,216,3
239,239,231,3
218,221,204,3
193,196,177,3
210,214,197,3
214,218,203,3
228,232,218,3
235,238,227,3
233,236,229,3
232,234,231,3
234,239,233,3
234,239,233,3
231,236,230,3
193,206,163,3
186,205,141,3
136,158,75,3
111,135,37,3
129,155,48,3
132,158,51,3
142,167,66,3
112,134,51,3
162,181,117,3
214,229,188,3
158,176,90,3
101,124,8,3
108,134,0,3
134,163,9,3
148,179,15,3
138,168,8,3
148,175,34,3
181,204,90,3
189,205,130,3
214,227,174,3
189,197,158,3
166,174,135,3
201,210,163,3
206,216,163,3
196,208,146,3
159,170,112,3
188,196,155,3
219,224,201,3
210,211,203,3
233,233,231,3
238,239,234,3
224,228,203,3
194,199,167,3
194,200,166,3
192,197,167,3
216,221,198,3
234,238,221,3
236,239,228,3
235,237,232,3
232,237,231,3
231,237,225,3
229,235,223,3
228,233,226,3
198,208,174,3
177,191,138,3
121,141,72,3
117,136,55,3
133,156,68,3
121,144,56,3
134,156,73,3
135,156,77,3
193,212,148,3
187,202,159,3
130,144,108,3
168,180,140,3
106,120,71,3
106,122,60,3
163,182,103,3
166,187,84,3
114,138,14,3
109,136,0,3
140,169,15,3
155,186,23,3
139,169,11,3
159,185,49,3
186,208,97,3
173,190,112,3
160,173,117,3
167,177,127,3
192,201,154,3
188,198,145,3
144,155,99,3
170,181,125,3
181,191,141,3
203,210,176,3
223,227,210,3
226,226,224,3
229,230,225,3
236,238,224,3
219,224,192,3
190,197,155,3
180,188,141,3
176,183,141,3
211,218,187,3
234,237,230,3
232,237,230,3
208,214,204,3
207,212,206,3
230,235,229,3
230,236,224,3
223,230,212,3
225,232,214,3
226,232,220,3
236,238,233,3
237,239,236,3
237,239,236,3
151,172,103,3
196,218,146,3
170,187,135,3
115,131,84,3
174,191,136,3
125,145,73,3
108,129,36,3
157,181,71,3
169,194,76,3
138,165,34,3
121,148,5,3
142,171,21,3
146,175,23,3
162,190,45,3
185,210,82,3
163,185,77,3
129,147,65,3
130,145,78,3
176,188,124,3
195,207,143,3
165,177,115,3
148,159,99,3
141,151,98,3
193,202,157,3
221,228,197,3
222,226,211,3
226,228,223,3
229,234,214,3
211,217,181,3
182,190,139,3
170,180,120,3
177,186,131,3
224,230,196,3
229,230,222,3
222,226,212,3
196,200,186,3
207,210,201,3
235,237,234,3
231,233,228,3
230,234,220,3
225,233,212,3
229,237,214,3
227,234,218,3
223,228,222,3
237,239,236,3
237,239,234,3
237,239,236,3
237,239,234,3
237,239,234,3
152,173,106,3
179,200,121,3
153,171,109,3
107,124,70,3
197,214,160,3
172,191,127,3
121,140,58,3
120,142,42,3
146,170,58,3
133,159,32,3
126,153,10,3
153,181,34,3
130,157,14,3
136,162,29,3
163,186,70,3
146,167,66,3
125,144,55,3
158,173,92,3
183,198,115,3
161,176,95,3
142,156,79,3
131,144,75,3
117,127,67,3
188,197,150,3
231,235,220,3
229,232,225,3
233,238,216,3
215,222,181,3
180,189,134,3
166,177,108,3
184,194,133,3
229,231,220,3
206,208,203,3
235,237,232,3
232,236,222,3
213,218,198,3
199,204,184,3
209,213,198,3
232,235,226,3
228,231,224,3
231,235,221,3
227,234,216,3
221,227,217,3
229,231,226,3
236,239,232,3
214,216,211,3
143,163,91,3
165,185,98,3
135,153,79,3
121,136,81,3
138,160,49,3
130,157,14,3
148,177,27,3
132,155,23,3
134,155,38,3
161,179,77,3
143,160,66,3
136,153,59,3
166,182,84,3
190,207,105,3
160,177,75,3
127,142,49,3
132,145,63,3
147,157,86,3
198,207,150,3
227,233,197,3
225,228,209,3
235,236,228,3
222,229,187,3
178,188,128,3
157,169,93,3
178,189,121,3
229,234,202,3
237,239,225,3
230,232,218,3
199,201,187,3
230,233,216,3
221,225,202,3
213,217,192,3
219,223,198,3
215,219,194,3
218,221,202,3
233,236,225,3
235,238,229,3
229,232,221,3
229,233,218,3
224,232,211,3
218,225,209,3
218,226,215,3
217,225,214,3
217,228,214,3
222,233,217,3
225,236,219,3
228,239,223,3
236,239,232,3
228,232,218,3
221,225,208,3
202,205,194,3
208,211,204,3
141,159,83,3
127,148,55,3
123,140,60,3
149,164,109,3
156,177,72,3
127,152,8,3
149,175,24,3
165,187,63,3
169,188,83,3
165,182,90,3
136,151,60,3
129,145,46,3
146,162,53,3
183,201,81,3
189,207,89,3
161,177,70,3
168,182,87,3
193,202,123,3
207,215,155,3
209,213,176,3
215,219,196,3
227,229,215,3
237,239,226,3
222,229,185,3
170,180,119,3
142,155,75,3
164,175,106,3
222,227,197,3
236,238,225,3
224,227,208,3
201,205,178,3
219,225,191,3
216,222,188,3
215,220,188,3
234,239,207,3
217,223,189,3
198,203,173,3
217,222,202,3
232,236,221,3
226,230,215,3
229,236,218,3
227,235,214,3
221,229,208,3
217,224,206,3
214,223,204,3
211,220,201,3
216,228,204,3
213,226,200,3
216,229,203,3
223,235,223,3
232,234,229,3
229,234,211,3
198,204,178,3
192,197,175,3
212,216,202,3
237,239,236,3
236,238,235,3
142,160,78,3
110,130,31,3
117,131,52,3
172,185,132,3
176,195,87,3
144,168,18,3
156,181,28,3
179,198,82,3
178,193,100,3
144,158,71,3
118,131,43,3
131,146,41,3
156,171,52,3
183,201,67,3
201,219,85,3
205,220,101,3
206,219,114,3
217,225,140,3
189,195,131,3
190,192,155,3
206,208,186,3
225,226,208,3
230,233,214,3
226,229,208,3
223,228,198,3
210,218,169,3
163,174,108,3
128,142,57,3
163,175,103,3
226,230,203,3
234,236,223,3
222,226,201,3
207,214,172,3
209,217,166,3
219,227,176,3
206,214,167,3
213,219,183,3
219,226,185,3
177,183,147,3
204,208,183,3
234,238,223,3
225,229,215,3
225,229,214,3
220,224,209,3
213,220,202,3
216,224,203,3
213,222,201,3
225,235,210,3
216,229,199,3
187,201,168,3
195,208,178,3
224,236,212,3
224,236,224,3
234,237,228,3
223,230,196,3
172,180,141,3
182,189,156,3
234,239,217,3
152,165,96,3
108,123,40,3
105,117,51,3
168,186,76,3
155,180,27,3
161,186,32,3
175,194,78,3
152,167,74,3
110,122,38,3
119,132,44,3
152,165,59,3
190,206,82,3
199,216,75,3
174,191,50,3
171,186,61,3
219,230,125,3
179,182,125,3
163,162,131,3
212,211,191,3
227,229,207,3
214,218,195,3
214,220,186,3
207,216,163,3
165,176,107,3
134,148,63,3
170,181,112,3
231,235,210,3
236,238,227,3
230,234,207,3
217,226,173,3
203,214,148,3
186,196,133,3
190,199,144,3
219,225,187,3
219,226,184,3
159,165,127,3
196,200,175,3
233,237,223,3
226,229,218,3
222,225,214,3
214,218,204,3
214,221,205,3
213,220,202,3
220,228,207,3
228,238,214,3
218,228,201,3
167,180,152,3
175,188,162,3
220,232,212,3
205,214,171,3
155,164,117,3
184,192,151,3
134,140,102,3
108,116,69,3
113,119,81,3
188,205,91,3
167,190,38,3
157,180,27,3
169,188,63,3
147,162,61,3
107,117,30,3
134,144,55,3
189,200,96,3
207,221,98,3
193,208,65,3
141,156,13,3
125,136,14,3
218,226,127,3
188,187,143,3
173,171,148,3
212,210,197,3
235,237,215,3
210,214,187,3
204,210,172,3
207,216,161,3
175,186,117,3
144,157,75,3
179,190,122,3
233,237,214,3
235,236,230,3
226,235,178,3
195,207,135,3
156,167,98,3
187,197,137,3
220,226,188,3
154,160,124,3
196,199,180,3
234,235,229,3
228,229,223,3
223,226,219,3
214,217,208,3
216,220,206,3
207,213,199,3
213,219,207,3
228,236,223,3
212,220,207,3
166,174,161,3
182,193,179,3
232,234,231,3
234,238,223,3
188,197,150,3
151,161,108,3
194,203,158,3
169,178,121,3
181,198,84,3
171,193,48,3
161,183,36,3
175,193,75,3
150,164,67,3
122,131,50,3
181,190,107,3
213,224,119,3
195,210,85,3
171,185,46,3
123,137,0,3
117,125,13,3
195,199,112,3
208,205,172,3
174,168,152,3
205,203,190,3
210,215,183,3
205,212,170,3
212,222,162,3
180,192,120,3
140,153,73,3
180,191,125,3
231,235,208,3
223,224,218,3
224,228,205,3
228,238,178,3
195,207,131,3
152,165,86,3
195,206,140,3
220,227,186,3
153,159,123,3
200,203,184,3
231,232,224,3
227,228,220,3
234,238,224,3
228,232,217,3
215,219,202,3
204,208,193,3
208,214,204,3
223,228,222,3
229,231,228,3
233,237,222,3
227,234,203,3
175,185,135,3
151,162,106,3
204,213,166,3
236,238,233,3
236,238,235,3
236,238,235,3
159,171,105,3
179,194,89,3
172,192,59,3
162,182,51,3
165,179,81,3
129,140,62,3
131,137,75,3
191,199,126,3
202,213,108,3
187,202,75,3
160,173,41,3
130,140,18,3
124,130,32,3
181,182,112,3
214,209,189,3
167,161,145,3
196,194,179,3
191,197,161,3
186,196,146,3
213,224,158,3
177,189,113,3
130,143,63,3
178,189,123,3
232,238,204,3
212,213,205,3
203,207,184,3
205,218,138,3
170,184,99,3
202,214,142,3
229,236,192,3
158,165,123,3
198,202,177,3
232,235,218,3
227,230,211,3
231,236,206,3
209,216,185,3
211,216,193,3
228,232,218,3
223,230,222,3
186,194,181,3
194,200,188,3
228,234,224,3
235,237,234,3
230,232,227,3
228,234,206,3
168,177,132,3
154,164,112,3
208,217,174,3
234,237,226,3
235,238,227,3
230,233,226,3
230,232,227,3
231,233,228,3
237,239,236,3
183,196,127,3
137,149,85,3
178,193,92,3
174,191,76,3
180,192,84,3
178,194,62,3
142,154,30,3
137,145,36,3
171,175,91,3
178,177,120,3
223,218,189,3
216,210,196,3
175,172,155,3
194,193,172,3
217,223,189,3
193,201,160,3
176,186,133,3
187,199,127,3
170,183,103,3
136,149,67,3
179,190,121,3
230,237,193,3
209,211,198,3
191,195,170,3
228,238,177,3
198,212,127,3
177,192,99,3
205,219,134,3
174,183,130,3
200,206,168,3
219,225,189,3
203,210,166,3
187,195,146,3
172,181,134,3
198,206,167,3
231,236,214,3
202,205,196,3
224,230,220,3
223,232,211,3
177,187,162,3
179,187,166,3
223,230,214,3
229,232,225,3
222,224,219,3
226,231,208,3
164,173,130,3
164,173,126,3
213,221,180,3
235,237,232,3
227,230,219,3
231,236,214,3
231,235,221,3
233,236,227,3
235,238,231,3
232,235,228,3
237,239,234,3
78,86,49,3
150,159,112,3
179,191,129,3
136,146,93,3
188,202,104,3
180,194,97,3
179,191,79,3
164,181,43,3
128,139,21,3
156,163,68,3
198,199,131,3
176,173,128,3
215,210,190,3
220,214,202,3
174,172,149,3
197,198,167,3
232,236,203,3
184,191,150,3
222,231,184,3
190,201,141,3
154,167,88,3
153,167,79,3
146,160,73,3
188,200,124,3
228,237,182,3
229,235,197,3
202,205,184,3
195,200,168,3
214,225,157,3
175,190,99,3
166,183,77,3
199,215,116,3
221,233,161,3
225,235,172,3
226,238,166,3
175,186,117,3
190,198,139,3
222,229,177,3
221,230,175,3
203,213,153,3
168,179,111,3
144,156,84,3
134,145,76,3
167,177,117,3
206,214,175,3
203,208,186,3
161,164,157,3
209,211,206,3
214,220,206,3
220,228,204,3
220,231,191,3
161,172,130,3
167,176,145,3
221,229,206,3
232,235,226,3
217,220,213,3
231,234,223,3
219,224,202,3
154,162,123,3
171,180,137,3
218,226,189,3
231,237,211,3
230,233,222,3
234,236,231,3
216,219,208,3
209,214,191,3
220,224,209,3
236,239,232,3
128,134,108,3
79,86,52,3
175,189,94,3
169,182,94,3
181,194,80,3
154,171,31,3
147,157,44,3
179,185,99,3
217,216,160,3
201,198,163,3
231,226,204,3
215,213,190,3
181,183,146,3
193,196,153,3
208,214,168,3
194,202,153,3
221,231,178,3
187,200,131,3
144,158,70,3
137,153,55,3
149,164,73,3
204,217,135,3
210,219,166,3
193,199,163,3
212,219,177,3
210,222,150,3
166,182,84,3
160,178,66,3
193,211,101,3
212,226,138,3
214,227,145,3
215,230,139,3
159,173,85,3
162,173,95,3
182,192,121,3
190,200,131,3
194,206,132,3
170,184,99,3
151,165,77,3
139,153,65,3
159,171,97,3
196,203,161,3
191,196,174,3
167,170,161,3
223,226,217,3
214,219,199,3
203,213,176,3
212,225,169,3
160,174,115,3
144,156,110,3
210,219,188,3
220,223,216,3
232,235,226,3
218,223,203,3
148,156,119,3
177,185,144,3
216,223,189,3
214,220,194,3
212,216,201,3
236,239,230,3
235,238,229,3
207,210,203,3
233,235,232,3
204,208,193,3
223,228,205,3
224,230,202,3
188,194,168,3
206,211,191,3
233,237,222,3
237,239,234,3
92,94,80,3
172,187,96,3
160,175,84,3
169,183,69,3
161,180,38,3
155,168,54,3
199,207,124,3
233,232,186,3
197,193,164,3
234,231,198,3
222,223,181,3
187,192,136,3
178,184,122,3
182,190,130,3
202,212,151,3
223,233,170,3
186,199,120,3
150,165,64,3
140,156,49,3
144,158,63,3
215,228,140,3
199,211,139,3
192,203,147,3
217,228,168,3
191,206,125,3
169,187,87,3
157,178,59,3
186,207,88,3
215,234,127,3
215,234,129,3
196,215,100,3
162,180,68,3
158,172,74,3
189,199,112,3
182,191,110,3
145,157,75,3
142,155,65,3
156,170,72,3
142,157,54,3
151,164,82,3
198,207,164,3
204,217,147,3
167,181,106,3
131,143,81,3
203,212,169,3
219,225,213,3
232,238,228,3
204,211,193,3
145,152,118,3
185,193,152,3
226,232,196,3
207,212,182,3
207,210,189,3
229,232,215,3
228,231,212,3
206,209,190,3
208,212,198,3
236,239,228,3
237,238,232,3
232,234,223,3
198,201,180,3
213,217,190,3
219,226,195,3
187,193,165,3
194,202,179,3
220,228,207,3
229,235,221,3
231,236,229,3
237,239,234,3
236,238,233,3
229,231,228,3
236,238,235,3
235,237,234,3
235,237,234,3
183,197,109,3
170,183,101,3
155,165,79,3
127,140,34,3
127,136,45,3
199,205,135,3
